3430193,phdu,15666,544,489,1
4895054,pastisricard,10229,598179,250,48
849073280,MAP54,,7733,421,1
849110194,Samoura,,0,520,0
2497651,crdu72,,0,512,0
4301687,totomoha,15672,1407,469,1
4161692,hareng+sort,15672,1524,463,1
2290143,ubrick,,0,522,0
848921471,jlbb,,932,478,1
849108692,Electre,,1551,462,1
3222309,bissaquine,2797,457071,272,40
849109431,Ttlegrand,,2330,452,1
1470129,Saint+Achille+Akhilleus,10229,82343,348,8
848985825,miltiade68,15672,154953,327,15
4311892,nic0b01,6369,288370,295,33
2599009,batata1978,15672,1772,460,1
848946367,benuche35,15274,268350,302,33
402207,rel87,3393,2515003,144,184
849066898,PEACETOS+QC,,0,519,0
849070442,solei,4220,18387,403,3
2391736,MEGA+LORD,,0,518,0
849075339,ArthutJfr,,437,498,1
4897404,Fa%C3%AFdel,15672,3046,445,1
3792931,DSF+Niby,15692,13760,411,3
849105783,Ganorzek,2797,10987,416,4
4247039,jijitobaba,14939,228,502,1
4416740,JAILOO,15359,25349,397,5
849110297,guest-80e493a7d0864eb7a8,,0,515,0
849109495,popof,15518,1740,461,1
848963127,SILVER6299,15672,26070,393,7
849098026,guest-bdc104458ab4400fa9,,0,516,0
849085582,derbantin,15521,349719,285,31
849097145,Ar+Ankou,2797,3203,444,1
1013305,vicky2000,15694,1266,473,1
849110005,guest-419ba9c1fc20437889,,0,514,0
849109406,Napoleon17081752,11887,2407,450,1
848936177,marsiud,11887,461659,271,76
2917423,skinnerx5,,0,521,0
1092993,SALAMANDE,2797,5413,429,2
849020486,COCO61,,296,500,1
849094979,Jaemsdu82370,6369,41691,378,4
849003182,Clade10,6369,198439,315,20
849109590,Mano51,,463,497,1
4910149,bionana,15672,30103,385,5
849109850,Grobelix,,525,494,1
335335,taxi72009,469,4906933,86,432
849090416,TeaFuze,,175,510,1
849081800,Luxurius,15600,12142,414,2
849063757,Tetsuo69,15672,1024,476,1
849106007,Pochita,15359,52236,373,7
849109457,Thompus,,221,504,1
1375406,yann+31,,528,493,1
3564122,Aspiii44,,0,511,0
849098926,Justine,6369,80632,350,8
849082607,Utaelu,15682,45368,376,7
849093988,Pri0xx,625,51060,374,6
849039453,frederic94,15672,1414,467,1
1383865,hemdall,15672,3272,443,1
849109203,Eldesperado,,1229,474,1
849081602,TatieMag,15378,1347,472,1
849100651,ROGUE7777,15672,813,480,1
849033011,lutsu,15654,5771,425,2
849107805,sasori13127,,413,499,1
849104067,sozz%C3%A9116,13511,1370,470,1
849108909,Verbalisator,2797,9948,418,3
4820234,caeron,,899,479,1
849061643,-hpfer-,15576,62032,362,5
849100862,Lempicka-4,2568,16028,408,2
849079470,mans31,6369,239362,307,18
849060950,Ttinair,15672,2105,453,1
741505,1asterix13,,283,501,1
849094802,Espadon+Fougueux,15624,39194,380,3
1842266,Touifi,15548,429811,275,41
2564622,drattoc,7613,396345,277,34
3324271,erika92,,1430,466,1
848883365,Aegidius97,15672,197,508,1
849106953,MVS89,11887,15449,409,3
119662,thyn,15672,2524,449,1
1425420,gina55,15679,5872,424,1
849107460,Rootwood,15672,1118,475,1
848987258,Horizoon,,522,495,1
849054895,kiezer,6369,97730,343,10
848980639,demo340,4220,2043,455,1
4544980,king-one,15672,5420,428,3
848938194,marcob1,15525,104041,340,11
19540,BELTEGEUSE,,175,509,1
224490,Octilis,,619,483,1
849104496,Marvinus,,542,490,1
1542840,henrick69,15359,62031,363,7
849103668,Anthony+2026,15672,26250,392,4
849109427,Laetitia+39,,529,492,1
177982,Asclepsios,4963,4556025,96,333
3525673,nene194,,562,485,1
849109443,MiloulaTannerie,,573,484,1
849102549,CBB39,15359,3353,441,1
3589514,Le+Gitan+65,15672,2337,451,1
849099535,Guerveur,15672,1477,465,1
849096521,zenit031,14655,25877,394,4
849109661,Isaac+Ledonis,,554,487,1
849096570,rico011,14655,25701,395,4
849101693,Solivagant,4963,233409,308,21
849101797,Gedeon29,15624,28130,389,5
849103149,jacknapadi,11887,21460,401,3
848961428,houlai,15672,718,482,1
848886373,Geminisirius,,0,513,0
393186,backersfield,,561,486,1
1320435,Hiram+Abif,13109,219,506,1
849109068,Moii,,204,507,1
849057623,canard29870,,511,496,1
1324486,neohector,,70942,356,8
848891892,Mocen,2797,10388,417,2
849101386,V%C3%A9g%C3%A9ta89,15359,29873,386,4
4388585,Finduilas79,11534,123232,334,21
849082865,Jedi+Juste,15693,1409,468,1
2449294,TexMex,6369,1343077,192,111
3745681,Kotani,15664,91014,346,15
849082762,esisteban,15521,362216,282,33
849107865,HiverKlhjjgkhfjfdkg25025,15378,1014,477,1
849104429,Rayvar,15672,3020,446,1
848953976,Ath%C3%A9na%C3%AFs2307,6369,1997240,165,153
849103794,Shyarlie+Enora,,93224,344,11
849023877,Alf2010,7613,8890,419,2
849110184,Tiglat,,553,488,1
849107994,VengeurSageGalor21411488,15672,1821,458,1
849109727,Cygogne59,15672,1833,457,1
849089249,Christian67,6369,1813,459,1
933437,kids84,15672,3536,440,1
1971247,Rand+le+calme,625,13075610,8,954
849043944,Ptahotem,,5100,432,2
849083261,V8+5.2+litres,,0,523,0
849110204,Iffum,,537,491,1
849106135,Suerte80,,8534,420,2
1357735,Mankao,15672,30538,384,5
849049689,voyageur51,,221,505,1
1905875,lauteret,4963,7365751,50,620
999346,chipiepingping,15672,5404,430,2
849085513,watsolmes,15521,232177,309,25
849044273,noyt,625,558999,256,56
849052930,eric+9865,7613,11302,415,2
1416438,zeushercules,14643,3643,438,1
849079995,urka,11887,54864,370,4
849004488,Adriana,15672,76591,354,12
849099332,Flonaldo,15672,4806,433,2
4777266,Eniotna,15672,28775,388,6
849008149,KiraOmbre,4629,607618,248,62
2662534,Dezza,,4462,436,2
2567659,rachon333,15359,42712,377,6
849107234,mallauryhecq,15672,3305,442,1
848896550,papimouzo,6369,200532,314,21
849105979,Dedjo,15359,34318,382,6
848939278,Sancti,15672,1353,471,1
1393972,IMITH,4629,2249404,153,211
849109617,Surtalogy,,221,503,1
849048602,Sebio,6369,129154,331,17
760457,Macxa,14644,3286965,125,268
683056,fouding,15359,309665,289,35
2013273,Malraux,2547,3758184,115,274
215977,arnaudbernier,6369,72126,355,8
849086014,Mercedes,15359,356462,284,37
849104368,rflupke,15672,2671,448,1
2854603,American+XIII,4629,1057345,209,96
849055223,dioufy,11887,18075,405,3
849052039,mako1,11887,1885,456,1
3753151,cemwamem,10229,138778,329,13
49998,Claymore,13860,7428797,47,560
849093005,Dallas2.0,6369,171130,322,24
848918202,Lea666,,246888,306,18
849104746,lkhlgkjgkgkjglh,15600,6086,423,3
849109589,Elisabetheu2.0,,5337,431,2
848985403,Sakura1,15672,12490,412,3
1911590,Hawkmoon269,4629,4567428,95,333
849082486,Imer19,6369,525126,264,48
